"region","scenario","fuel","year","Elec_Generation"
"China","Reference_CI_GFDL","geothermal","2025",0.113017
"China","Reference_CI_GFDL","geothermal","2030",0.113028
"China","Reference_CI_GFDL","geothermal","2035",0.113005
"China","Reference_CI_GFDL","geothermal","2040",0.112995
"China","Reference_CI_GFDL","geothermal","2045",0.112962
"China","Reference_CI_GFDL","geothermal","2050",0.112943
"China","Reference_CI_GFDL","geothermal","2055",0.112913
"China","Reference_CI_GFDL","geothermal","2060",0.112972
"China","Reference_CI_GFDL","geothermal","2065",0.112896
"China","Reference_CI_GFDL","geothermal","2070",0.112897
"China","Reference_CI_GFDL","geothermal","2075",0.112896
"China","Reference_CI_GFDL","geothermal","2080",0.112914
"China","Reference_CI_GFDL","geothermal","2085",0.112901
"China","Reference_CI_GFDL","geothermal","2090",0.112929
"China","Reference_CI_GFDL","geothermal","2095",0.112922
"China","Reference_CI_GFDL","geothermal","2100",0.1129
"China","Reference_CI_GFDL","hydro","1990",0.456446
"China","Reference_CI_GFDL","hydro","2005",1.42964
"China","Reference_CI_GFDL","hydro","2010",2.56154
"China","Reference_CI_GFDL","hydro","2015",4.01311
"China","Reference_CI_GFDL","hydro","2020",2.71481
"China","Reference_CI_GFDL","hydro","2025",2.77953
"China","Reference_CI_GFDL","hydro","2030",2.8532
"China","Reference_CI_GFDL","hydro","2035",2.93349
"China","Reference_CI_GFDL","hydro","2040",3.07315
"China","Reference_CI_GFDL","hydro","2045",3.21133
"China","Reference_CI_GFDL","hydro","2050",3.35394
"China","Reference_CI_GFDL","hydro","2055",3.50166
"China","Reference_CI_GFDL","hydro","2060",3.65263
"China","Reference_CI_GFDL","hydro","2065",3.80566
"China","Reference_CI_GFDL","hydro","2070",3.96302
"China","Reference_CI_GFDL","hydro","2075",4.12458
"China","Reference_CI_GFDL","hydro","2080",4.28982
"China","Reference_CI_GFDL","hydro","2085",4.45795
"China","Reference_CI_GFDL","hydro","2090",4.62879
"China","Reference_CI_GFDL","hydro","2095",4.80341
"China","Reference_CI_GFDL","hydro","2100",4.01308
"China","Reference_CI_GFDL","nuclear","1990",0
"China","Reference_CI_GFDL","nuclear","2005",0.191116
"China","Reference_CI_GFDL","nuclear","2010",0.265967
"China","Reference_CI_GFDL","nuclear","2015",0.614838
"China","Reference_CI_GFDL","nuclear","2020",1.033181
"China","Reference_CI_GFDL","nuclear","2025",1.488204
"China","Reference_CI_GFDL","nuclear","2030",2.005175
"China","Reference_CI_GFDL","nuclear","2035",2.672332
"China","Reference_CI_GFDL","nuclear","2040",3.439201
"China","Reference_CI_GFDL","nuclear","2045",4.502008
"China","Reference_CI_GFDL","nuclear","2050",5.554636
"China","Reference_CI_GFDL","nuclear","2055",6.689405
"China","Reference_CI_GFDL","nuclear","2060",7.781032
"China","Reference_CI_GFDL","nuclear","2065",8.8355301
"China","Reference_CI_GFDL","nuclear","2070",9.8017802
"China","Reference_CI_GFDL","nuclear","2075",10.662
"China","Reference_CI_GFDL","nuclear","2080",10.926
"China","Reference_CI_GFDL","nuclear","2085",11.1388
"China","Reference_CI_GFDL","nuclear","2090",11.1697
"China","Reference_CI_GFDL","nuclear","2095",10.9763
"China","Reference_CI_GFDL","nuclear","2100",10.733
"China","Reference_CI_GFDL","oil","1990",0.183376
"China","Reference_CI_GFDL","oil","2005",0.182675
"China","Reference_CI_GFDL","oil","2010",0.0541114
"China","Reference_CI_GFDL","oil","2015",0.035915
"China","Reference_CI_GFDL","oil","2020",0.02431301
"China","Reference_CI_GFDL","oil","2025",0.02272563
"China","Reference_CI_GFDL","oil","2030",0.02158842
"China","Reference_CI_GFDL","oil","2035",0.0224481
"China","Reference_CI_GFDL","oil","2040",0.02227894
"China","Reference_CI_GFDL","oil","2045",0.02496314
"China","Reference_CI_GFDL","oil","2050",0.02449585
"China","Reference_CI_GFDL","oil","2055",0.02630845
"China","Reference_CI_GFDL","oil","2060",0.02604611
"China","Reference_CI_GFDL","oil","2065",0.02463634
"China","Reference_CI_GFDL","oil","2070",0.022943332
"China","Reference_CI_GFDL","oil","2075",0.021162345
"China","Reference_CI_GFDL","oil","2080",0.019412309
"China","Reference_CI_GFDL","oil","2085",0.018479497
"China","Reference_CI_GFDL","oil","2090",0.016547874
"China","Reference_CI_GFDL","oil","2095",0.0148885517
"China","Reference_CI_GFDL","oil","2100",0.0149860619
"China","Reference_CI_GFDL","solar","1990",7.19999e-06
"China","Reference_CI_GFDL","solar","2005",0.000310299
"China","Reference_CI_GFDL","solar","2010",0.00253188998
"China","Reference_CI_GFDL","solar","2015",0.1613171997
"China","Reference_CI_GFDL","solar","2020",0.394025053
"China","Reference_CI_GFDL","solar","2025",0.942578317
"China","Reference_CI_GFDL","solar","2030",1.996510356
"China","Reference_CI_GFDL","solar","2035",3.486022427
"China","Reference_CI_GFDL","solar","2040",4.914336417
"China","Reference_CI_GFDL","solar","2045",6.235202867
"China","Reference_CI_GFDL","solar","2050",7.140580548
"China","Reference_CI_GFDL","solar","2055",7.788687683
"China","Reference_CI_GFDL","solar","2060",7.92312139
"China","Reference_CI_GFDL","solar","2065",7.67569082
"China","Reference_CI_GFDL","solar","2070",7.49910352
"China","Reference_CI_GFDL","solar","2075",7.2868167
"China","Reference_CI_GFDL","solar","2080",7.2103094
"China","Reference_CI_GFDL","solar","2085",7.0989543
"China","Reference_CI_GFDL","solar","2090",6.8961125
"China","Reference_CI_GFDL","solar","2095",6.6180903
"China","Reference_CI_GFDL","solar","2100",6.4909689
"China","Reference_CI_GFDL","wind","1990",7.19999e-06
"China","Reference_CI_GFDL","wind","2005",0.00730148
"China","Reference_CI_GFDL","wind","2010",0.160645
"China","Reference_CI_GFDL","wind","2015",0.668766
"China","Reference_CI_GFDL","wind","2020",1.15350044
"China","Reference_CI_GFDL","wind","2025",1.80464746
"China","Reference_CI_GFDL","wind","2030",2.66835146
"China","Reference_CI_GFDL","wind","2035",3.86515152
"China","Reference_CI_GFDL","wind","2040",5.21655192
"China","Reference_CI_GFDL","wind","2045",6.36107779
"China","Reference_CI_GFDL","wind","2050",7.59239541
"China","Reference_CI_GFDL","wind","2055",8.91996996
"China","Reference_CI_GFDL","wind","2060",10.03377476
"China","Reference_CI_GFDL","wind","2065",10.8011274
"China","Reference_CI_GFDL","wind","2070",11.2943927
"China","Reference_CI_GFDL","wind","2075",11.3238668
"China","Reference_CI_GFDL","wind","2080",11.1821769
"China","Reference_CI_GFDL","wind","2085",10.8751171
"China","Reference_CI_GFDL","wind","2090",10.4364384
"China","Reference_CI_GFDL","wind","2095",9.9899507
"China","Reference_CI_GFDL","wind","2100",9.8921913
"Global","Reference_CI_GFDL","biomass","1990",0.16814880007
"Global","Reference_CI_GFDL","biomass","2005",0.4629269548
"Global","Reference_CI_GFDL","biomass","2010",0.7935913646
"Global","Reference_CI_GFDL","biomass","2015",1.099098182453
"Global","Reference_CI_GFDL","biomass","2020",1.5859968865
"Global","Reference_CI_GFDL","biomass","2025",2.033403760438
"Global","Reference_CI_GFDL","biomass","2030",2.3784069589
"Global","Reference_CI_GFDL","biomass","2035",2.84720721134
"Global","Reference_CI_GFDL","biomass","2040",3.03495723419
"Global","Reference_CI_GFDL","biomass","2045",2.979746620303
"Global","Reference_CI_GFDL","biomass","2050",3.00775671057
"Global","Reference_CI_GFDL","biomass","2055",3.2385264431
"Global","Reference_CI_GFDL","biomass","2060",3.7297549381
"Global","Reference_CI_GFDL","biomass","2065",4.45185189285
"Global","Reference_CI_GFDL","biomass","2070",5.45162323914
"Global","Reference_CI_GFDL","biomass","2075",6.59757685925
"Global","Reference_CI_GFDL","biomass","2080",7.931593348215
"Global","Reference_CI_GFDL","biomass","2085",9.059545422685
"Global","Reference_CI_GFDL","biomass","2090",10.249457439365
"Global","Reference_CI_GFDL","biomass","2095",11.580717654121
"Global","Reference_CI_GFDL","biomass","2100",13.285134876947
"Global","Reference_CI_GFDL","coal","1990",15.71584649
"Global","Reference_CI_GFDL","coal","2005",25.96227051
"Global","Reference_CI_GFDL","coal","2010",30.795455382
"Global","Reference_CI_GFDL","coal","2015",33.983571242
"Global","Reference_CI_GFDL","coal","2020",35.41006184
"Global","Reference_CI_GFDL","coal","2025",40.30191438139
"Global","Reference_CI_GFDL","coal","2030",44.4114260961
"Global","Reference_CI_GFDL","coal","2035",45.8387591712
"Global","Reference_CI_GFDL","coal","2040",46.2194496457
"Global","Reference_CI_GFDL","coal","2045",45.703111137
"Global","Reference_CI_GFDL","coal","2050",44.142347143696
"Global","Reference_CI_GFDL","coal","2055",42.06766166605
"Global","Reference_CI_GFDL","coal","2060",39.95814340962
"Global","Reference_CI_GFDL","coal","2065",38.62534963423
"Global","Reference_CI_GFDL","coal","2070",37.347293337887
"Global","Reference_CI_GFDL","coal","2075",36.374906025948
"Global","Reference_CI_GFDL","coal","2080",34.666587058461
"Global","Reference_CI_GFDL","coal","2085",32.69060739715
"Global","Reference_CI_GFDL","coal","2090",31.214505336705
"Global","Reference_CI_GFDL","coal","2095",30.143668733197
"Global","Reference_CI_GFDL","coal","2100",29.443386620171
"Global","Reference_CI_GFDL","gas","1990",5.6833092178
"Global","Reference_CI_GFDL","gas","2005",12.56303204
"Global","Reference_CI_GFDL","gas","2010",16.5475990486
"Global","Reference_CI_GFDL","gas","2015",19.262792996
"Global","Reference_CI_GFDL","gas","2020",20.7507692459
"Global","Reference_CI_GFDL","gas","2025",22.6352747571
"Global","Reference_CI_GFDL","gas","2030",25.5067185601
"Global","Reference_CI_GFDL","gas","2035",28.0769573
"Global","Reference_CI_GFDL","gas","2040",30.6328020001
"Global","Reference_CI_GFDL","gas","2045",33.917245968
"Global","Reference_CI_GFDL","gas","2050",37.128794036
"Global","Reference_CI_GFDL","gas","2055",40.272519422
"Global","Reference_CI_GFDL","gas","2060",42.80204043
"Global","Reference_CI_GFDL","gas","2065",43.509609283
"Global","Reference_CI_GFDL","gas","2070",44.6673880215
"Global","Reference_CI_GFDL","gas","2075",46.0014790666
"Global","Reference_CI_GFDL","gas","2080",47.1448786523
"Global","Reference_CI_GFDL","gas","2085",48.300367156
"Global","Reference_CI_GFDL","gas","2090",49.1453776096
"Global","Reference_CI_GFDL","gas","2095",50.0573385506
"Global","Reference_CI_GFDL","gas","2100",51.25550757474
"Global","Reference_CI_GFDL","geothermal","1990",0.1309273322
"Global","Reference_CI_GFDL","geothermal","2005",0.209594004
"Global","Reference_CI_GFDL","geothermal","2010",0.244979239
"Global","Reference_CI_GFDL","geothermal","2015",0.289762769
"Global","Reference_CI_GFDL","geothermal","2020",1.05731925
"Global","Reference_CI_GFDL","geothermal","2025",1.668286706
"Global","Reference_CI_GFDL","geothermal","2030",2.09550737
"Global","Reference_CI_GFDL","geothermal","2035",2.52522921
"Global","Reference_CI_GFDL","geothermal","2040",2.86847782
"Global","Reference_CI_GFDL","geothermal","2045",3.06170092
"Global","Reference_CI_GFDL","geothermal","2050",3.1532082
"Global","Reference_CI_GFDL","geothermal","2055",3.29228084
"Global","Reference_CI_GFDL","geothermal","2060",3.40982125
"Global","Reference_CI_GFDL","geothermal","2065",3.46692055
"Global","Reference_CI_GFDL","geothermal","2070",3.53038635
"Global","Reference_CI_GFDL","geothermal","2075",3.57077919
"Global","Reference_CI_GFDL","geothermal","2080",3.59664426
"Global","Reference_CI_GFDL","geothermal","2085",3.6112729
"Global","Reference_CI_GFDL","geothermal","2090",3.61870245
"Global","Reference_CI_GFDL","geothermal","2095",3.62090424
"Global","Reference_CI_GFDL","geothermal","2100",3.63208423
"Global","Reference_CI_GFDL","hydro","1990",7.7810424
"Global","Reference_CI_GFDL","hydro","2005",10.6539064
"Global","Reference_CI_GFDL","hydro","2010",12.4987706
"Global","Reference_CI_GFDL","hydro","2015",14.1496312
"Global","Reference_CI_GFDL","hydro","2020",12.97696802
"Global","Reference_CI_GFDL","hydro","2025",13.4513518
"Global","Reference_CI_GFDL","hydro","2030",13.91772958
"Global","Reference_CI_GFDL","hydro","2035",14.35827855
"Global","Reference_CI_GFDL","hydro","2040",15.1230544
"Global","Reference_CI_GFDL","hydro","2045",15.93070143
"Global","Reference_CI_GFDL","hydro","2050",16.70091781
"Global","Reference_CI_GFDL","hydro","2055",17.45315311
"Global","Reference_CI_GFDL","hydro","2060",18.21719023
"Global","Reference_CI_GFDL","hydro","2065",18.9951095
"Global","Reference_CI_GFDL","hydro","2070",19.78642442
"Global","Reference_CI_GFDL","hydro","2075",20.59188427
"Global","Reference_CI_GFDL","hydro","2080",21.41244344
"Global","Reference_CI_GFDL","hydro","2085",22.24966889
"Global","Reference_CI_GFDL","hydro","2090",23.10510759
"Global","Reference_CI_GFDL","hydro","2095",23.97916257
"Global","Reference_CI_GFDL","hydro","2100",21.5686235
"Global","Reference_CI_GFDL","nuclear","1990",7.24618631
"Global","Reference_CI_GFDL","nuclear","2005",9.96454316
"Global","Reference_CI_GFDL","nuclear","2010",9.92242165
"Global","Reference_CI_GFDL","nuclear","2015",9.2522183
"Global","Reference_CI_GFDL","nuclear","2020",12.5109336818
"Global","Reference_CI_GFDL","nuclear","2025",14.9850827271
"Global","Reference_CI_GFDL","nuclear","2030",16.435992586
"Global","Reference_CI_GFDL","nuclear","2035",18.159507118
"Global","Reference_CI_GFDL","nuclear","2040",19.830609989
"Global","Reference_CI_GFDL","nuclear","2045",22.234325227
"Global","Reference_CI_GFDL","nuclear","2050",24.992797172
"Global","Reference_CI_GFDL","nuclear","2055",27.749038897
"Global","Reference_CI_GFDL","nuclear","2060",30.3218118
"Global","Reference_CI_GFDL","nuclear","2065",33.29223365
"Global","Reference_CI_GFDL","nuclear","2070",36.39265889
"Global","Reference_CI_GFDL","nuclear","2075",39.05787925
"Global","Reference_CI_GFDL","nuclear","2080",38.5180625
"Global","Reference_CI_GFDL","nuclear","2085",38.84124601
"Global","Reference_CI_GFDL","nuclear","2090",39.4961962
"Global","Reference_CI_GFDL","nuclear","2095",39.6832795
"Global","Reference_CI_GFDL","nuclear","2100",39.9999342
"Global","Reference_CI_GFDL","oil","1990",4.63157038
"Global","Reference_CI_GFDL","oil","2005",3.855671246
"Global","Reference_CI_GFDL","oil","2010",3.348080271
"Global","Reference_CI_GFDL","oil","2015",3.379792821
"Global","Reference_CI_GFDL","oil","2020",3.056648643
"Global","Reference_CI_GFDL","oil","2025",3.117475813
"Global","Reference_CI_GFDL","oil","2030",3.4226370874
"Global","Reference_CI_GFDL","oil","2035",3.6287769959
"Global","Reference_CI_GFDL","oil","2040",3.7421127265
"Global","Reference_CI_GFDL","oil","2045",3.9493953575
"Global","Reference_CI_GFDL","oil","2050",4.1974291926
"Global","Reference_CI_GFDL","oil","2055",4.6208623807
"Global","Reference_CI_GFDL","oil","2060",4.9019005557
"Global","Reference_CI_GFDL","oil","2065",4.90595552164
"Global","Reference_CI_GFDL","oil","2070",4.73673229798
"Global","Reference_CI_GFDL","oil","2075",4.407080947983
