"region","scenario","output","subsector","technology","year","gen"
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2090",0.00181272
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2090",0.00666623
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2090",0.000751131
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2090",0.0783258
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2090",0.0091042
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2090",0.0410839
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2090",0.00734729
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2090",0.000967398
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2090",0.192621
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2090",0.126075
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2090",0.00191357
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2090",0.000302806
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2090",0.00309223
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2090",0.0275024
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2090",0.000490731
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2090",0.366092
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2090",0
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2090",0.0119276
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2090",0.00649649
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2090",0.000223483
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2090",0.00154665
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2090",0.0629581
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2090",0.332687
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2090",0.470695
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2090",0.09447597
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2090",0.003602543
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2090",0.1798078
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2090",0.3384403
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2090",0.011101059
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2095",0.95842
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2095",0.00327307
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2095",1.45175
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2095",0.00181537
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2095",4.16465
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2095",0.0121338
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2095",3.69635
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2095",0.00970776
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2095",0.795162
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2095",0.0534087
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2095",0.000771144
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2095",0.000113138
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2095",0.112817
"China","Policy_CI_IPSL","electricity","hydro","hydro","2095",4.40924
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2095",0.0278851
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2095",14.7599
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2095",0
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2095",0.01262
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2095",0.00189384
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2095",5.04169e-05
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2095",4.90366
"China","Policy_CI_IPSL","electricity","solar","CSP","2095",0.103119
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2095",1.15625
"China","Policy_CI_IPSL","electricity","solar","PV","2095",5.679933
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2095",0.127319
"China","Policy_CI_IPSL","electricity","wind","wind","2095",7.840045
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2095",1.235366
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2095",0.264273
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2095",0.0280416
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2095",0.00134312
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2095",0.00720854
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2095",0.000474121
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2095",0.0790717
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2095",0.00613863
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2095",0.0403581
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2095",0.00450154
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2095",0.000883583
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2095",0.177661
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2095",0.102436
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2095",0.00122229
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2095",0.00027758
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2095",0.00309301
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2095",0.0282631
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2095",0.000542122
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2095",0.358167
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2095",0
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2095",0.00952495
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2095",0.00432099
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2095",0.000157301
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2095",0.00151206
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2095",0.0545763
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2095",0.372037
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2095",0.520567
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2095",0.096242
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2095",0.004072239
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2095",0.1855711
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2095",0.3555578
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2095",0.01212346
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2100",0.993598
"China","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2100",0.00225776
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2100",1.51566
"China","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2100",0.00110563
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2100",3.65098
"China","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2100",0.00660524
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2100",3.04169
"China","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2100",0.00486596
"China","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2100",0.800645
"China","Policy_CI_IPSL","electricity","gas","gas (CC)","2100",0.0571032
"China","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2100",0.000626779
"China","Policy_CI_IPSL","electricity","gas","gas cogen","2100",0.000113739
"China","Policy_CI_IPSL","electricity","geothermal","geothermal","2100",0.112873
"China","Policy_CI_IPSL","electricity","hydro","hydro","2100",4.01308
"China","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2100",0.0288535
"China","Policy_CI_IPSL","electricity","nuclear","Gen_III","2100",12.9407
"China","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2100",0
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2100",0.0108531
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2100",0.00124992
"China","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2100",3.75306e-05
"China","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2100",4.72846
"China","Policy_CI_IPSL","electricity","solar","CSP","2100",0.11139
"China","Policy_CI_IPSL","electricity","solar","CSP_storage","2100",1.27663
"China","Policy_CI_IPSL","electricity","solar","PV","2100",5.647783
"China","Policy_CI_IPSL","electricity","solar","PV_storage","2100",0.1463311
"China","Policy_CI_IPSL","electricity","wind","wind","2100",8.468655
"China","Policy_CI_IPSL","electricity","wind","wind_offshore","2100",1.335813
"China","Policy_CI_IPSL","electricity","wind","wind_storage","2100",0.298887
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC CCS)","2100",0.0322308
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (IGCC)","2100",0.0012658
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv CCS)","2100",0.00880416
"Taiwan","Policy_CI_IPSL","electricity","biomass","biomass (conv)","2100",0.000452799
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC CCS)","2100",0.0822192
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (IGCC)","2100",0.00463983
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul CCS)","2100",0.0417763
"Taiwan","Policy_CI_IPSL","electricity","coal","coal (conv pul)","2100",0.00328418
"Taiwan","Policy_CI_IPSL","electricity","coal","coal cogen","2100",0.000809319
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC CCS)","2100",0.165999
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (CC)","2100",0.0932098
"Taiwan","Policy_CI_IPSL","electricity","gas","gas (steam/CT)","2100",0.00098728
"Taiwan","Policy_CI_IPSL","electricity","gas","gas cogen","2100",0.000249758
"Taiwan","Policy_CI_IPSL","electricity","geothermal","geothermal","2100",0.0030925
"Taiwan","Policy_CI_IPSL","electricity","hydro","hydro","2100",0.0290238
"Taiwan","Policy_CI_IPSL","electricity","hydrogen","hydrogen cogen","2100",0.000522166
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_III","2100",0.349418
"Taiwan","Policy_CI_IPSL","electricity","nuclear","Gen_II_LWR","2100",0
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC CCS)","2100",0.0102766
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (CC)","2100",0.00458539
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids (steam/CT)","2100",0.000156828
"Taiwan","Policy_CI_IPSL","electricity","refined liquids","refined liquids cogen","2100",0.00145701
"Taiwan","Policy_CI_IPSL","elect_td_bld","rooftop_pv","rooftop_pv","2100",0.0502641
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP","2100",0.403009
"Taiwan","Policy_CI_IPSL","electricity","solar","CSP_storage","2100",0.559566
"Taiwan","Policy_CI_IPSL","electricity","solar","PV","2100",0.089311
"Taiwan","Policy_CI_IPSL","electricity","solar","PV_storage","2100",0.004498895
"Taiwan","Policy_CI_IPSL","electricity","wind","wind","2100",0.1801905
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_offshore","2100",0.3672178
"Taiwan","Policy_CI_IPSL","electricity","wind","wind_storage","2100",0.01284101
"China","Policy_CI_MIROC","electricity","biomass","biomass (IGCC CCS)","1990",0
"China","Policy_CI_MIROC","electricity","biomass","biomass (IGCC)","1990",0
"China","Policy_CI_MIROC","electricity","biomass","biomass (conv CCS)","1990",0
"China","Policy_CI_MIROC","electricity","biomass","biomass (conv)","1990",1.44587e-06
"China","Policy_CI_MIROC","electricity","coal","coal (IGCC CCS)","1990",0
"China","Policy_CI_MIROC","electricity","coal","coal (IGCC)","1990",0
"China","Policy_CI_MIROC","electricity","coal","coal (conv pul CCS)","1990",0
"China","Policy_CI_MIROC","electricity","coal","coal (conv pul)","1990",1.69114
"China","Policy_CI_MIROC","electricity","gas","gas (CC CCS)","1990",0
"China","Policy_CI_MIROC","electricity","gas","gas (CC)","1990",0.00690798
"China","Policy_CI_MIROC","electricity","gas","gas (steam/CT)","1990",0.00306761
"China","Policy_CI_MIROC","electricity","gas","gas cogen","1990",0
"China","Policy_CI_MIROC","electricity","geothermal","geothermal","1990",0.0002052
"China","Policy_CI_MIROC","electricity","hydro","hydro","1990",0.456446
"China","Policy_CI_MIROC","electricity","hydrogen","hydrogen cogen","1990",0
"China","Policy_CI_MIROC","electricity","nuclear","Gen_III","1990",0
"China","Policy_CI_MIROC","electricity","nuclear","Gen_II_LWR","1990",0
"China","Policy_CI_MIROC","electricity","refined liquids","refined liquids (CC CCS)","1990",0
"China","Policy_CI_MIROC","electricity","refined liquids","refined liquids (CC)","1990",0
"China","Policy_CI_MIROC","electricity","refined liquids","refined liquids (steam/CT)","1990",0.183376
"China","Policy_CI_MIROC","elect_td_bld","rooftop_pv","rooftop_pv","1990",0
"China","Policy_CI_MIROC","electricity","solar","CSP","1990",0
"China","Policy_CI_MIROC","electricity","solar","CSP_storage","1990",0
"China","Policy_CI_MIROC","electricity","solar","PV","1990",7.19999e-06
"China","Policy_CI_MIROC","electricity","solar","PV_storage","1990",0
"China","Policy_CI_MIROC","electricity","wind","wind","1990",7.19999e-06
"China","Policy_CI_MIROC","electricity","wind","wind_offshore","1990",0
"China","Policy_CI_MIROC","electricity","wind","wind_storage","1990",0
"Taiwan","Policy_CI_MIROC","electricity","biomass","biomass (IGCC CCS)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","biomass","biomass (IGCC)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","biomass","biomass (conv CCS)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","biomass","biomass (conv)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","coal","coal (IGCC CCS)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","coal","coal (IGCC)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","coal","coal (conv pul CCS)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","coal","coal (conv pul)","1990",0.07806
"Taiwan","Policy_CI_MIROC","electricity","coal","coal cogen","1990",0.0100818
"Taiwan","Policy_CI_MIROC","electricity","gas","gas (CC CCS)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","gas","gas (CC)","1990",0.0020986
"Taiwan","Policy_CI_MIROC","electricity","gas","gas (steam/CT)","1990",0.00162746
"Taiwan","Policy_CI_MIROC","electricity","gas","gas cogen","1990",0.000751783
"Taiwan","Policy_CI_MIROC","electricity","geothermal","geothermal","1990",1.08002e-05
"Taiwan","Policy_CI_MIROC","electricity","hydro","hydro","1990",0.0229716
"Taiwan","Policy_CI_MIROC","electricity","hydrogen","hydrogen cogen","1990",0
"Taiwan","Policy_CI_MIROC","electricity","nuclear","Gen_III","1990",0
"Taiwan","Policy_CI_MIROC","electricity","nuclear","Gen_II_LWR","1990",0.118319
"Taiwan","Policy_CI_MIROC","electricity","refined liquids","refined liquids (CC CCS)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","refined liquids","refined liquids (CC)","1990",0
"Taiwan","Policy_CI_MIROC","electricity","refined liquids","refined liquids (steam/CT)","1990",0.0780744
"Taiwan","Policy_CI_MIROC","electricity","refined liquids","refined liquids cogen","1990",0.00623675
"Taiwan","Policy_CI_MIROC","elect_td_bld","rooftop_pv","rooftop_pv","1990",0
"Taiwan","Policy_CI_MIROC","electricity","solar","CSP","1990",0
"Taiwan","Policy_CI_MIROC","electricity","solar","CSP_storage","1990",0
"Taiwan","Policy_CI_MIROC","electricity","solar","PV","1990",0
"Taiwan","Policy_CI_MIROC","electricity","solar","PV_storage","1990",0
"Taiwan","Policy_CI_MIROC","electricity","wind","wind","1990",0
"Taiwan","Policy_CI_MIROC","electricity","wind","wind_offshore","1990",0
"Taiwan","Policy_CI_MIROC","electricity","wind","wind_storage","1990",0
"China","Policy_CI_MIROC","electricity","biomass","biomass (IGCC CCS)","2005",0
"China","Policy_CI_MIROC","electricity","biomass","biomass (IGCC)","2005",0
"China","Policy_CI_MIROC","electricity","biomass","biomass (conv CCS)","2005",0
"China","Policy_CI_MIROC","electricity","biomass","biomass (conv)","2005",0.01872
"China","Policy_CI_MIROC","electricity","coal","coal (IGCC CCS)","2005",0
"China","Policy_CI_MIROC","electricity","coal","coal (IGCC)","2005",0
"China","Policy_CI_MIROC","electricity","coal","coal (conv pul CCS)","2005",0
"China","Policy_CI_MIROC","electricity","coal","coal (conv pul)","2005",7.22629
"China","Policy_CI_MIROC","electricity","gas","gas (CC CCS)","2005",0
"China","Policy_CI_MIROC","electricity","gas","gas (CC)","2005",0.0341543
"China","Policy_CI_MIROC","electricity","gas","gas (steam/CT)","2005",0.05015
"China","Policy_CI_MIROC","electricity","gas","gas cogen","2005",0
"China","Policy_CI_MIROC","electricity","geothermal","geothermal","2005",0.000413999
"China","Policy_CI_MIROC","electricity","hydro","hydro","2005",1.42964
"China","Policy_CI_MIROC","electricity","hydrogen","hydrogen cogen","2005",0
"China","Policy_CI_MIROC","electricity","nuclear","Gen_III","2005",0
"China","Policy_CI_MIROC","electricity","nuclear","Gen_II_LWR","2005",0.191116
"China","Policy_CI_MIROC","electricity","refined liquids","refined liquids (CC CCS)","2005",0
"China","Policy_CI_MIROC","electricity","refined liquids","refined liquids (CC)","2005",0
"China","Policy_CI_MIROC","electricity","refined liquids","refined liquids (steam/CT)","2005",0.182675
"China","Policy_CI_MIROC","elect_td_bld","rooftop_pv","rooftop_pv","2005",0
